File Number,Project Type,Status,Filing Date,Project Name,APN,Street Address,City,State,ZIP,Latitude,Longitude,Address,Housing Type,Residential Units,Non-Residential Area,Hotel Rooms,Residential Care Units,Approval Date,Description,Plans,geometry,Planning Area,General Plan Designation,City Council District,Development Inspector,Utility Inspector,Water Service Provider,Transportation Area Zone,Special District Landscaping,Soil Type,School District Elementary,School District Secondary,Property Based Improvement District,Owl Overwintering Habitat,Natural Asbestos,HistoricArea,PovertyRate,Flood_Hazard_Area,Census Tract Languages,AirportNoise,Walk Score,Walk Score Description,Seismic Hazards,Road Noise,SNI Area,Name of Growth Area,Planning Project Manager,Public Works Engineer,Public Works File Number,Public Works Senior Engineer,Applicant Entity,Applicant Name,Representative Entity,Representative Name
SP18-001,Residential,Approved,1/9/18,Garden Gate Tower,472-26-090,600 S 1st St,San Jose,CA,95113,37.327017,-121.883335,600 S. 1st Street,MF,285,,,,11/19/19,"Special Use Permit to allow the demolition of the existing on-site buildings, the removal one (1) non- ordinance size trees, and to allow the construction of a 27-story, high-rise tower including either (Option 1) up to 290 residential units and approximately 5,000 square feet of non-residential uses comprised of up to five (5) condominium spaces or (Option 2) Co-Living Facility with up to 793 Bedrooms, approximately 5,422 square feet of non-residential uses comprised of up to (5) condominium spaces on an approximately 0.4-gross acre site.",,POINT (6159456.766972472 1944514.338469447),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1160,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.24,D,"English: 39%, Spanish: 38%, Other: 12%, Vietnamese: 6%, Chinese: 5%",60 CNEL,93,Walker's Paradise,Liquefaction,"75-79 FWY, 65-69, 65-69 FWY, 60-64",No,Downtown,CVANDERZ,Jason Yan,3-24098,Samuel Yung,"KT Urban Acquisitions, LLC",Mark Tersini,,
H18-033,Commercial,Approved,7/24/18,2nd Street Hotel,472-26-070,605 S Second St,San Jose,CA,95112,37.327188,-121.882862,605 S. 2nd Street,,,90263,106,,10/2/19,"Site Development Permit to allow the construction of a seven-story hotel with 106 guest rooms, a drinking establishment interior to a full-service hotel, and an on-site backup generator on an approximately 0.3-gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/419/037/19037419.pdf,POINT (6159595.203483612 1944574.560844334),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1160,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.24,D,"English: 39%, Spanish: 38%, Other: 12%, Vietnamese: 6%, Chinese: 5%",60 CNEL,93,Walker's Paradise,Liquefaction,"65-69 FWY, 65-69, 60-64, 75-79 FWY",No,Downtown,CVANDERZ,Jason Yan,3-13559,Samuel Yung,Architectural Dimensions,Dominic Dutra,,
SPA18-001-01,Residential,Approved,6/29/20,Garden Gate,264-21-066,600 S 1st St,San Jose,CA,95113,37.327017,-121.883335,600 S 1st St,MF,336,,,,4/28/21,"Special Use Permit/Amendment to allow the construction of a 252-foot-high mixed-use tower with 5,655 square feet of ground floor commercial space (up to 4 commercial condominiums) and 336 residential units. ",http://csjpbce.sanjoseca.gov/ecmsviewer/870/154/45154870.pdf,POINT (6159456.766972472 1944514.338469447),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1160,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.24,D,"English: 39%, Spanish: 38%, Other: 12%, Vietnamese: 6%, Chinese: 5%",60 CNEL,93,Walker's Paradise,Liquefaction,,No,Downtown,CVANDERZ,Jason Yan,3-24098,Samuel Yung,Scape San Jose LLC,,"KT Urban Acquisitions, LLC",Mark Tersini
H20-038,Residential,Pending,12/2/20,BoTown Residential,676-15-039,409 S Second St,San Jose,CA,95113,37.330176,-121.885121,409 S 2nd St,MF,520,,,,,"Site Development Permit to allow the demolition of two existing buildings and the removal of two ordinance-sized trees on-site for the construction of a 29-story high rise building consisting of 520 residential units and 7,685-gross square foot ground floor commercial space with four levels of underground parking on a 0.75-acre site",,POINT (6158954.541730616 1945672.096071808),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1147,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.26,D,"English: 46%, Other: 28%, Spanish: 13%, Chinese: 7%, Vietnamese: 6%",,96,Walker's Paradise,Liquefaction,,No,,AWANG,Tiffany Pong,3-06585,Michelle Kimball,Project Bo Town LLC,Christine Shin ,,
SP21-020,Residential,Pending,6/18/21,3rd Street Mixed Use,467-47-048,420 S 3rd St,San Jose,CA,95112,37.330631,-121.88312,420 South 3rd,MF,152,,,,,"Special Use Permit to allow the demolition of an existing apartment building for the construction of a 20-story mixed-use building consisting of 152 units and approximately 3,000-square feet of retail space with up to 3 commercial condominiums on an approximately  0.49-gross acre site.",,POINT (6159538.721387308 1945829.140638742),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1147,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.26,D,"English: 46%, Other: 28%, Spanish: 13%, Chinese: 7%, Vietnamese: 6%",,95,Walker's Paradise,Liquefaction,,University,,AATIENZA,Joe Provenzano,3-25850,Joe Provenzano,Urban Community,Gary Dillabough,RMW,Steve Stenton 
SP21-019,Residential,Pending,6/18/21,2nd Street Mixed Use,467-47-024,420 S 2nd St,San Jose,CA,95112,37.33055,-121.883969,420 South 2nd Street,MF,254,,,,,"Special Use Permit to allow the demolition of all existing buildings on site totaling approximately 23,901 square feet for the construction of two mixed-use towers consisting of up to 255 residential units and approximately 8,000 square feet of ground floor commercial space with up to 6 commercial condominiums on an approximately 1.07-gross acre site",,POINT (6159291.465211282 1945803.300690844),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1147,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.26,D,"English: 46%, Other: 28%, Spanish: 13%, Chinese: 7%, Vietnamese: 6%",,95,Walker's Paradise,Liquefaction,,University,,AATIENZA,Joe Provenzano,3-06208,Joe Provenzano,Urban Community,Gary Dillabough,RMW Architects,Steve Stenton 
SP20-021,Residential,Approved,6/29/20,The Mark,704-35-026,475 S 4th St,San Jose,CA,95112,37.330343,-121.882386,459 S 4th St,MF,222,,,,10/13/21,"Special Use Permit to allow the demolition of two existing multi-family residential buildings and one single-family home (approximately 16,883 square feet total) and the construction of a new multi-family residential building (23 stories above grade, 248 feet in height) with a total of 240 residential dwelling units, and parking consisting of five on-site parking configuration options, including automated parking and one basement level, and an off-site parking garage, with associated landscaping and amenities.",http://csjpbce.sanjoseca.gov/ecmsviewer/085/206/45206085.pdf,POINT (6159750.559925921 1945721.137175229),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1147,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.26,D,"English: 46%, Other: 28%, Spanish: 13%, Chinese: 7%, Vietnamese: 6%",,95,Walker's Paradise,Liquefaction,,,,LMEINERS,Tiffany Pong,3-25685,Samuel Yung,Urban Catalyst,Paul Ring,,
SP21-037,Industrial,Approved,12/1/20,Westbank's The Arbor,299-32-033,255 W Julian St,San Jose,CA,95110,37.337848,-121.896795,255 West Julian Street,,,512031,,,11/21/21,"Special Use Permit to allow the removal of eight ordinance-size trees and 25 non-ordinance trees from a vacant surface parking lot, the construction of a new 14-story office building (the ""Arbor Building"" - 213 feet in height) with 12,908 gross floor area of ground floor retail use and 448,159 gross floor area of office use, and the modification of an existing six-story office building (the “Davidson Building”) to change the existing office use to 6,317 square feet of retail use on the ground floor, retain 50,470 square feet of office use on the upper floors, add a rooftop terrace, and make changes to the exterior façade, with associated below-grade connection and a pedestrian bridge connection between the two buildings.
Includes additional review for parking stackers.",,POINT (6155602.367820684 1948515.633989913),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,579,,Clay,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.14,D,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",60 CNEL,80,Very Walkable,Liquefaction,,No,,LMEINERS,Jason Yan,3-22128,Joe Provenzano,Project West Julian LLC,,Westbank Corp.,Aaron Maund 
SP21-045,Residential,Pending,1/6/22,West Bank Terraine,259-24-008,323 Terraine St,San Jose,CA,95110,37.33913,-121.897549,323 Terraine St,MF,319,,,,,"Special Use Permit to allow the construction of a 17-story residential building with 319 units and a nine-story parking garage with 667 parking spaces above a ground-floor podium retail level with 12,263 square feet of retail use.",,POINT (6155390.158071505 1948985.63522613),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1096,,Clay,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.06,X,"English: 60%, Spanish: 24%, Other: 13%, Chinese: 2%, Vietnamese: 1%",60 CNEL,76,Very Walkable,Liquefaction,,No,,LMEINERS,Jason Yan,3-18928,Elizabeth Koki,Project Terraine LLC,,Westbank Corp.,Aaron Maund 
H12-020,Residential,Under Construction,1/16/13,San Pedro Square,259-32-044,171 W Julian St,San Jose,CA,95110,37.339686,-121.897128,195 W. Julian Street,MF,406,,,,2/24/14,"Site Development Permit to allow demolition of two existing industrial buildings and construction of up to 381multi-family attached residential units in a new approximately 460,000 square foot building on a 2.35 gross acre site in the DC Downtown Primary Commercial Zoning District.",http://csjpbce.sanjoseca.gov/ecmsviewer/328/090/14090328.pdf,POINT (6155515.558524058 1949186.226880165),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1096,,Clay,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.06,X,"English: 60%, Spanish: 24%, Other: 13%, Chinese: 2%, Vietnamese: 1%",60 CNEL,76,Very Walkable,Liquefaction,"75-79 FWY, 70-74",No,Downtown,BROTH,Joe Dyke,3-18686,,"Trumark Construction Services, Inc.",Sherry Chuang,,
H14-037,Residential,Approved,11/5/14,NSP3 Tower,259-24-008,323 Terraine St,San Jose,CA,95110,37.33913,-121.897549,201 W. Julian Street,MF,313,,,,8/5/15,"Build a new 305-unit, 18-story residential high-rise with amenities and retail space over garage.",,POINT (6155390.158071505 1948985.63522613),Central,Downtown,3,Pedro Colin,John Rodriguez,San Jose Water Company,1096,,Clay,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.06,X,"English: 60%, Spanish: 24%, Other: 13%, Chinese: 2%, Vietnamese: 1%",60 CNEL,76,Very Walkable,Liquefaction,"75-79 FWY, 70-74",,,,,,,,Christy Marbry,,
SP19-063,Commercial,Approved,8/7/18,Stockton Ave Hotel,259-28-028,292 Stockton Ave,San Jose,CA,95126,37.333968,-121.905111,292 Stockton Avenue,,,356470,,,3/13/20,"Special Use Permit to allow a mixed-use development consisting of a 303-room hotel and 19 attached residential units within a nine-story, 342,388-square foot building with three levels of underground parking on a 0.86-gross acre site, and to allow the hotel to become one commercial condominium unit.",,POINT (6153163.782351948 1947139.261854868),Central,Downtown,6,Pedro Colin,John Rodriguez,San Jose Water Company,764,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.14,D,"English: 67%, Spanish: 21%, Other: 8%, Chinese: 3%, Vietnamese: 1%",,89,Very Walkable,Liquefaction,"65-69, 70-74, 65-69 FWY",No,"Diridon Plan, Downtown, Downtown Transit Employment Center",AWANG,Tiffany Pong,3-18420,Samuel Yung,Diridon Hospitality LLC,Deven Roy,,
PD16-023,Industrial,Approved,7/22/16,Samaritian Medical Phase 1,421-37-001,250 Stockton Ave,San Jose,CA,95124,37.333618,-121.904681,"north of Samaritan Drive, approximately 700 feet east of S. Bascom Drive",,,350000,,,8/2/17,"Planned Development Permit to allow the construction of a 6-story 120,000 square foot medical office, stand-alone 5-story 230,000 square foot garage and removal of 15 ordinance size and 101 non-ordinance sized trees on 2.9 gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/321/013/18013321.pdf,POINT (6153286.872617206 1947009.96329734),Central,Downtown,6,Pedro Colin,John Rodriguez,San Jose Water Company,764,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.14,D,"English: 67%, Spanish: 21%, Other: 8%, Chinese: 3%, Vietnamese: 1%",,89,Very Walkable,No,"65-69 FWY, 75-79 FWY",No,,LSIMVOUL,Joe Dyke,3-17945,Norman Mascarinas,Samaritan Medical Center,,,
H21-052,Industrial,Pending,12/15/21,H21-052,259-28-024,250 Stockton Ave,San Jose,CA,95126,37.333618,-121.904681,250 Stockton Ave,,,1328970,,,,"Site Development Permit to allow the demolition of a 94,000-square foot warehouse and the construction of a new 16-story office building, approximately 1,328,970 gross square feet in size with an alternative parking design (four levels of underground parking including stackers, tandem and valet parking) on a 2.39-acre site.",,POINT (6153286.872617206 1947009.96329734),Central,Downtown,6,Pedro Colin,John Rodriguez,San Jose Water Company,764,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.14,D,"English: 67%, Spanish: 21%, Other: 8%, Chinese: 3%, Vietnamese: 1%",,89,Very Walkable,Liquefaction,,No,,AWANG,Jason Yan,3-13772,Elizabeth Koki,Imwalle Properties,,,John Razumich
SP16-016,Residential,Approved,3/8/16,Park Delmas,259-46-040,201 Delmas Ave,San Jose,CA,95110,37.32846,-121.896753,201 Delmas Avenue,MF,123,,,,6/29/16,"Special Use Permit to allow the demolition of an existing 4,150-square foot office building, the removal of six ordinance-sized trees, and the construction of a 4-and-5-story development with up to 123 residential units, one level of underground parking, and approximately 1,000 square feet of ground-floor commercial space on a 1.75 gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/905/817/15817905.pdf,POINT (6155563.562151828 1945097.628731603),Central,Downtown,6,Pedro Colin,John Rodriguez,San Jose Water Company,1204,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.14,D,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",60 CNEL,80,Very Walkable,Liquefaction,"65-69 FWY, 65-69, 75-79 FWY",Delmas Park,"Diridon Plan, Downtown",TTAM,Joe Dyke,3-16962,Norman Mascarinas," Park Delmas Investors, LLC",,,Dominic Boitano
H15-046,Residential,Under Construction,9/25/15,363 Delmas Avenue,264-26-006,345 Delmas Ave,San Jose,CA,95126,37.326509,-121.895667,341 Delmas Avenue,MF,120,,,,6/21/16,"Site Development Permit to allow the demolition of three single-family residences and associated accessory buildings, the removal of five ordinance sized trees, the construction of a five-story multi-family residential building with up to120 units, an alternating use parking arrangement, and Transportation Demand Management (TDM) measures to reduce parking requirements. ",http://csjpbce.sanjoseca.gov/ecmsviewer/901/848/15848901.pdf,POINT (6155868.697492287 1944382.631196566),Central,Downtown,6,Pedro Colin,John Rodriguez,San Jose Water Company,1202,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.14,X,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",,86,Very Walkable,Liquefaction,"65-69 FWY, 75-79, 75-79 FWY",Delmas Park,"Diridon Plan, Downtown",JPIOZET,Michelle Kimball,3-16866,Jeff Lee,Salvatore Caruso Design Corporation,Archana Jain,,
H19-051,Residential,Under Construction,11/18/19,Eden Housing,264-26-088,425 Auzerais Ave,San Jose, CA,95126,37.326018,-121.895416,425 Auzerais Avenue,MF,130,,,,9/18/20,"Allow construction of a 5-story, affordable apartment development with 130-units, 64 units of which will be reserved for supportive housing, with a State Density Bonus Request for three Incentives (elimination of on-site loading space requirement, allow common on-site open space adjacent to public right of way and allow 7’ fence within front setback) and the removal of one ordinance-size tree, on a 1.02 gross acre site. ",,POINT (6155939.006181502 1944202.788026095),Central,Downtown,6,Pedro Colin,John Rodriguez,San Jose Water Company,1202,,Silt Loam,San Jose Unified School District,San Jose Unified School District,Zone C (Expansion),,,,0.14,X,"English: 60%, Spanish: 16%, Other: 16%, Chinese: 6%, Vietnamese: 2%",,86,Very Walkable,Liquefaction,"75-79 FWY, 65-69 FWY",Delmas Park,"Diridon Plan, Downtown",JOESORDI,Alex Wong,,,Eden Housing,Jared Nolan,,
